 Rank,Name,Number,Gender,Year
41,Simon,247,Male,1989
41,Bianca,178,Female,1989
42,Paul,246,Male,1989
42,Renee,170,Female,1989
43,Shane,245,Male,1989
43,Caitlin,168,Female,1989
44,Jack,225,Male,1989
44,Kelly,168,Female,1989
45,Sean,219,Male,1989
45,Belinda,162,Female,1989
46,Justin,209,Male,1989
46,Anna,156,Female,1989
47,Jamie,208,Male,1989
47,Angela,152,Female,1989
48,Blake,190,Male,1989
48,Louise,149,Female,1989
49,Shaun,180,Male,1989
49,Kristy,148,Female,1989
50,Jesse,177,Male,1989
50,Claire,144,Female,1989
51,Lachlan,176,Male,1989
51,Melanie,144,Female,1989
52,Kyle,174,Male,1989
52,Katrina,142,Female,1989
53,Jonathan,171,Male,1989
53,Kayla,142,Female,1989
54,Trent,171,Male,1989
54,Catherine,141,Female,1989
55,Jeremy,170,Male,1989
55,Jenna,133,Female,1989
56,Richard,169,Male,1989
56,Rachael,132,Female,1989
57,Rhys,157,Male,1989
57,Tiffany,132,Female,1989
58,Liam,156,Male,1989
58,Tamara,131,Female,1989
59,Dylan,147,Male,1989
59,Vanessa,131,Female,1989
60,Todd,146,Male,1989
60,Kirsty,129,Female,1989
61,Craig,145,Male,1989
61,Kathryn,127,Female,1989
62,Jordan,143,Male,1989
62,Jasmine,126,Female,1989
63,Phillip,142,Male,1989
63,Lucy,126,Female,1989
64,Corey,140,Male,1989
64,Alicia,125,Female,1989
65,Brett,139,Male,1989
65,Alice,124,Female,1989
66,George,137,Male,1989
66,Jacqueline,122,Female,1989
67,Adrian,135,Male,1989
67,Tegan,122,Female,1989
68,Zachary,135,Male,1989
68,Zoe,122,Female,1989
69,Ashley,127,Male,1989
69,Alison,120,Female,1989
70,Jared,127,Male,1989
70,Monique,118,Female,1989
71,Ben,123,Male,1989
71,Carly,117,Female,1989
72,Alex,122,Male,1989
72,Victoria,115,Female,1989
73,Troy,120,Male,1989
73,Casey,114,Female,1989
74,Edward,118,Male,1989
74,Alana,112,Female,1989
75,Damien,117,Male,1989
75,Shannon,112,Female,1989
76,Beau,112,Male,1989
76,Rhiannon,111,Female,1989
77,Martin,106,Male,1989
77,Christine,110,Female,1989
78,Ian,103,Male,1989
78,Grace,108,Female,1989
79,Shannon,103,Male,1989
79,Aimee,106,Female,1989
80,Dane,101,Male,1989
80,Simone,105,Female,1989
81,Gregory,98,Male,1989
81,Ashlee,104,Female,1989
82,Grant,97,Male,1989
82,Kylie,100,Female,1989
83,Kevin,97,Male,1989
83,Leah,100,Female,1989
84,Sam,95,Male,1989
84,Brittany,99,Female,1989
85,Darren,93,Male,1989
85,Ellen,99,Female,1989
86,Jonathon,93,Male,1989
86,Jessie,99,Female,1989
87,Brent,92,Male,1989
87,Clare,98,Female,1989
88,Kurt,85,Male,1989
88,Sally,98,Female,1989
89,Oliver,84,Male,1989
89,Charlotte,97,Female,1989
90,Charles,83,Male,1989
90,Holly,97,Female,1989
91,Kieran,82,Male,1989
91,Naomi,97,Female,1989
92,Danny,81,Male,1989
92,Chantelle,96,Female,1989
93,Brendon,80,Male,1989
93,Elise,96,Female,1989
94,Bryce,79,Male,1989
94,Sara,93,Female,1989
95,Reece,79,Male,1989
95,Georgina,90,Female,1989
96,Tristan,79,Male,1989
96,Amelia,86,Female,1989
97,Stuart,78,Male,1989
97,Gemma,86,Female,1989
98,Kane,77,Male,1989
98,Kathleen,83,Female,1989
99,Raymond,77,Male,1989
99,Crystal,82,Female,1989
100,Julian,76,Male,1989
100,Georgia,82,Female,1989
1,Matthew,1461,Male,1988
1,Jessica,1375,Female,1988
2,Daniel,1449,Male,1988
2,Sarah,1105,Female,1988
3,Christopher,1312,Male,1988
3,Emma,863,Female,1988
4,Michael,1234,Male,1988
4,Samantha,804,Female,1988
5,Benjamin,1025,Male,1988
5,Rebecca,770,Female,1988
6,James,1024,Male,1988
6,Melissa,646,Female,1988
7,Andrew,942,Male,1988
7,Amy,623,Female,1988
8,Joshua,927,Male,1988
8,Lauren,612,Female,1988
9,David,814,Male,1988
9,Amanda,562,Female,1988
10,Luke,754,Male,1988
10,Nicole,493,Female,1988
11,Thomas,699,Male,1988
11,Danielle,481,Female,1988
12,Adam,690,Male,1988
12,Laura,429,Female,1988
13,Nathan,666,Male,1988
13,Natalie,406,Female,1988
14,Mitchell,636,Male,1988
14,Stephanie,392,Female,1988
15,Nicholas,628,Male,1988
15,Ashleigh,388,Female,1988
16,Timothy,623,Male,1988
16,Kate,376,Female,1988
17,Scott,589,Male,1988
17,Emily,374,Female,1988
18,Jason,523,Male,1988
18,Elizabeth,363,Female,1988
19,Alexander,472,Male,1988
19,Alexandra,328,Female,1988
20,Ryan,446,Male,1988
20,Rachel,314,Female,1988
21,Peter,437,Male,1988
21,Lisa,313,Female,1988
22,John,433,Male,1988
22,Michelle,305,Female,1988
23,Robert,430,Male,1988
23,Kylie,272,Female,1988
24,Samuel,424,Male,1988
24,Ashley,268,Female,1988
25,Aaron,420,Male,1988
25,Erin,261,Female,1988
26,Mark,405,Male,1988
26,Megan,252,Female,1988
27,Anthony,380,Male,1988
27,Katherine,239,Female,1988
28,Joel,359,Male,1988
28,Cassandra,225,Female,1988
29,Paul,347,Male,1988
29,Chloe,222,Female,1988
30,Steven,333,Male,1988
30,Hannah,215,Female,1988
31,William,329,Male,1988
31,Natasha,203,Female,1988
32,Bradley,325,Male,1988
32,Kristy,198,Female,1988
33,Brendan,306,Male,1988
33,Brooke,193,Female,1988
34,Mathew,295,Male,1988
34,Jade,193,Female,1988
35,Shane,293,Male,1988
35,Kimberley,191,Female,1988
36,Cameron,290,Male,1988
36,Hayley,190,Female,1988
37,Simon,286,Male,1988
37,Tara,190,Female,1988
38,Patrick,269,Male,1988
38,Jennifer,185,Female,1988
39,Stephen,269,Male,1988
39,Katie,178,Female,1988
40,Dean,267,Male,1988
40,Vanessa,176,Female,1988
41,Joseph,252,Male,1988
41,Sophie,173,Female,1988
42,Justin,241,Male,1988
42,Courtney,171,Female,1988
43,Jamie,238,Male,1988
43,Melanie,169,Female,1988
44,Jacob,237,Male,1988
44,Angela,168,Female,1988
45,Trent,201,Male,1988
45,Renee,166,Female,1988
46,Kyle,200,Male,1988
46,Stacey,166,Female,1988
47,Sean,191,Male,1988
47,Kelly,161,Female,1988
48,Brett,187,Male,1988
48,Belinda,159,Female,1988
49,Shaun,183,Male,1988
49,Jenna,158,Female,1988
50,Jonathan,182,Male,1988
50,Anna,157,Female,1988
51,Blake,178,Male,1988
51,Claire,156,Female,1988
52,Jack,178,Male,1988
52,Jacqueline,153,Female,1988
53,Jake,170,Male,1988
53,Ashlee,151,Female,1988
54,Jeremy,168,Male,1988
54,Carly,151,Female,1988
55,Troy,168,Male,1988
55,Alison,149,Female,1988
56,Richard,163,Male,1988
56,Katrina,148,Female,1988
57,Jesse,162,Male,1988
57,Alicia,144,Female,1988
58,Todd,161,Male,1988
58,Kathryn,144,Female,1988
59,Adrian,156,Male,1988
59,Rachael,143,Female,1988
60,Craig,150,Male,1988
60,Bianca,142,Female,1988
61,Ben,149,Male,1988
61,Elise,139,Female,1988
62,Lachlan,148,Male,1988
62,Jasmine,136,Female,1988
63,Phillip,146,Male,1988
63,Tiffany,133,Female,1988
64,Dylan,140,Male,1988
64,Christine,129,Female,1988
65,Ashley,133,Male,1988
65,Catherine,128,Female,1988
66,Jared,133,Male,1988
66,Zoe,126,Female,1988
67,Rhys,132,Male,1988
67,Sally,125,Female,1988
68,George,126,Male,1988
68,Tegan,125,Female,1988
69,Gregory,124,Male,1988
69,Tamara,124,Female,1988
70,Sam,118,Male,1988
70,Leah,111,Female,1988
71,Grant,117,Male,1988
71,Gemma,107,Female,1988
72,Zachary,116,Male,1988
72,Kirsty,107,Female,1988
73,Liam,115,Male,1988
73,Louise,107,Female,1988
74,Shannon,115,Male,1988
74,Alana,103,Female,1988
75,Dale,111,Male,1988
75,Sara,103,Female,1988
76,Beau,107,Male,1988
76,Lucy,102,Female,1988
77,Ian,107,Male,1988
77,Caitlin,99,Female,1988
78,Brent,106,Male,1988
78,Chantelle,97,Female,1988
79,Kevin,106,Male,1988
79,Alyce,96,Female,1988
80,Darren,105,Male,1988
80,Simone,95,Female,1988
81,Corey,102,Male,1988
81,Amelia,93,Female,1988
82,Edward,100,Male,1988
82,Alice,92,Female,1988
83,Martin,100,Male,1988
83,Holly,89,Female,1988
84,Damien,99,Male,1988
84,Jodie,89,Female,1988
85,Stuart,98,Male,1988
85,Ellen,88,Female,1988
86,Dane,97,Male,1988
86,Naomi,88,Female,1988
87,Kurt,95,Male,1988
87,Olivia,88,Female,1988
88,Alex,94,Male,1988
88,Shannon,88,Female,1988
89,Brendon,88,Male,1988
89,Casey,83,Female,1988
90,Jordan,84,Male,1988
90,Victoria,83,Female,1988
91,Danny,83,Male,1988
91,Kathleen,82,Female,1988
92,Gavin,82,Male,1988
92,Krystal,82,Female,1988
93,Raymond,82,Male,1988
93,Amber,81,Female,1988
94,Charles,78,Male,1988
94,Christina,81,Female,1988
95,Jay,77,Male,1988
95,Grace,81,Female,1988
96,Jonathon,75,Male,1988
96,Julia,81,Female,1988
97,Jarrod,74,Male,1988
97,Kimberly,81,Female,1988
98,Philip,72,Male,1988
98,Monique,80,Female,1988
99,Tristan,72,Male,1988
99,Skye,79,Female,1988
100,Dominic,71,Male,1988
100,Joanne,77,Female,1988
1,Matthew,1473,Male,1987
1,Jessica,1352,Female,1987
2,Daniel,1451,Male,1987
2,Sarah,1148,Female,1987
3,Christopher,1293,Male,1987
3,Rebecca,834,Female,1987
4,Michael,1176,Male,1987
4,Samantha,774,Female,1987
5,Andrew,998,Male,1987
5,Amanda,730,Female,1987
6,Benjamin,957,Male,1987
6,Melissa,606,Female,1987
7,James,945,Male,1987
7,Amy,605,Female,1987
8,David,910,Male,1987
8,Emma,576,Female,1987
9,Luke,845,Male,1987
9,Lauren,564,Female,1987
10,Joshua,795,Male,1987
10,Nicole,472,Female,1987
11,Adam,721,Male,1987
11,Danielle,389,Female,1987
12,Timothy,704,Male,1987
12,Natalie,381,Female,1987
13,Mitchell,656,Male,1987
13,Kylie,379,Female,1987
14,Nathan,652,Male,1987
14,Laura,378,Female,1987
15,Scott,624,Male,1987
15,Kate,364,Female,1987
16,Thomas,594,Male,1987
16,Stephanie,355,Female,1987
17,Nicholas,558,Male,1987
17,Ashley,353,Female,1987
18,Jason,539,Male,1987
18,Elizabeth,352,Female,1987
19,Mark,468,Male,1987
19,Lisa,344,Female,1987
20,Ryan,458,Male,1987
20,Megan,333,Female,1987
21,Robert,455,Male,1987
21,Rachel,332,Female,1987
22,Aaron,439,Male,1987
22,Alexandra,310,Female,1987
23,Peter,437,Male,1987
23,Michelle,289,Female,1987
24,Anthony,410,Male,1987
24,Ashleigh,278,Female,1987
25,John,396,Male,1987
25,Emily,274,Female,1987
26,Alexander,382,Male,1987
26,Erin,269,Female,1987
27,Joel,379,Male,1987
27,Jennifer,221,Female,1987
28,Samuel,374,Male,1987
28,Katie,220,Female,1987
29,Steven,371,Male,1987
29,Katherine,217,Female,1987
30,Paul,339,Male,1987
30,Courtney,216,Female,1987
31,Brendan,321,Male,1987
31,Renee,215,Female,1987
32,William,319,Male,1987
32,Natasha,204,Female,1987
33,Mathew,313,Male,1987
33,Jenna,198,Female,1987
34,Bradley,309,Male,1987
34,Kelly,196,Female,1987
35,Cameron,308,Male,1987
35,Kristy,196,Female,1987
36,Dean,290,Male,1987
36,Brooke,188,Female,1987
37,Stephen,289,Male,1987
37,Belinda,187,Female,1987
38,Simon,275,Male,1987
38,Chloe,186,Female,1987
39,Shane,268,Male,1987
39,Melanie,186,Female,1987
40,Patrick,254,Male,1987
40,Angela,183,Female,1987
41,Justin,244,Male,1987
41,Hannah,183,Female,1987
42,Jamie,225,Male,1987
42,Anna,182,Female,1987
43,Joseph,214,Male,1987
43,Vanessa,180,Female,1987
44,Jonathan,211,Male,1987
44,Jade,179,Female,1987
45,Brett,206,Male,1987
45,Tara,177,Female,1987
46,Richard,203,Male,1987
46,Cassandra,171,Female,1987
47,Kyle,202,Male,1987
47,Alison,161,Female,1987
48,Shaun,193,Male,1987
48,Catherine,160,Female,1987
49,Adrian,191,Male,1987
49,Elise,157,Female,1987
50,Sean,191,Male,1987
50,Sophie,152,Female,1987
51,Jeremy,183,Male,1987
51,Stacey,152,Female,1987
52,Craig,181,Male,1987
52,Hayley,145,Female,1987
53,Jacob,180,Male,1987
53,Claire,144,Female,1987
54,Troy,159,Male,1987
54,Ashlee,143,Female,1987
55,Trent,148,Male,1987
55,Kathryn,143,Female,1987
56,Ben,147,Male,1987
56,Sally,142,Female,1987
57,Phillip,147,Male,1987
57,Sara,142,Female,1987
58,Blake,144,Male,1987
58,Jacqueline,141,Female,1987
59,Todd,138,Male,1987
59,Katrina,138,Female,1987
60,Jesse,134,Male,1987
60,Rachael,138,Female,1987
61,Grant,132,Male,1987
61,Alicia,137,Female,1987
62,Beau,125,Male,1987
62,Bianca,134,Female,1987
63,Lachlan,124,Male,1987
63,Louise,133,Female,1987
64,Jack,122,Male,1987
64,Christine,131,Female,1987
65,Rhys,122,Male,1987
65,Alyce,126,Female,1987
66,Liam,121,Male,1987
66,Kimberley,123,Female,1987
67,Shannon,121,Male,1987
67,Kirsty,120,Female,1987
68,George,119,Male,1987
68,Carly,119,Female,1987
69,Gregory,119,Male,1987
69,Zoe,119,Female,1987
70,Ashley,116,Male,1987
70,Holly,116,Female,1987
71,Dylan,116,Male,1987
71,Tegan,112,Female,1987
72,Edward,115,Male,1987
72,Simone,111,Female,1987
73,Jared,113,Male,1987
73,Alana,105,Female,1987
74,Jake,111,Male,1987
74,Leah,103,Female,1987
75,Brent,110,Male,1987
75,Kathleen,102,Female,1987
76,Damien,110,Male,1987
76,Gemma,101,Female,1987
77,Corey,109,Male,1987
77,Naomi,101,Female,1987
78,Ian,106,Male,1987
78,Tamara,99,Female,1987
79,Stuart,106,Male,1987
79,Jodie,98,Female,1987
80,Alex,103,Male,1987
80,Jasmine,97,Female,1987
81,Dale,103,Male,1987
81,Victoria,91,Female,1987
82,Jay,102,Male,1987
82,Christina,89,Female,1987
83,Kevin,98,Male,1987
83,Krystal,89,Female,1987
84,Martin,97,Male,1987
84,Tiffany,87,Female,1987
85,Jonathon,95,Male,1987
85,Lucy,86,Female,1987
86,Darren,94,Male,1987
86,Caitlin,85,Female,1987
87,Sam,93,Male,1987
87,Amber,84,Female,1987
88,Jordan,89,Male,1987
88,Chantelle,84,Female,1987
89,Kurt,89,Male,1987
89,Joanne,83,Female,1987
90,Tristan,87,Male,1987
90,Tanya,83,Female,1987
91,Dane,85,Male,1987
91,Monique,82,Female,1987
92,Tony,84,Male,1987
92,Shannon,81,Female,1987
93,Evan,80,Male,1987
93,Julie,79,Female,1987
94,Dominic,79,Male,1987
94,Kayla,79,Female,1987
95,Christian,78,Male,1987
95,Fiona,77,Female,1987
96,Brendon,77,Male,1987
96,Julia,77,Female,1987
97,Geoffrey,75,Male,1987
97,Karina,77,Female,1987
98,Danny,74,Male,1987
98,Alice,76,Female,1987
99,Gavin,73,Male,1987
99,Rhiannon,76,Female,1987
100,Hayden,73,Male,1987
100,Kristen,75,Female,1987
1,Matthew,1528,Male,1986
1,Jessica,1308,Female,1986
2,Daniel,1368,Male,1986
2,Sarah,1205,Female,1986
3,Christopher,1357,Male,1986
3,Rebecca,865,Female,1986
4,Michael,1231,Male,1986
4,Amanda,733,Female,1986
5,Andrew,1059,Male,1986
5,Nicole,606,Female,1986
6,James,995,Male,1986
6,Lauren,592,Female,1986
7,David,947,Male,1986
7,Melissa,587,Female,1986
8,Benjamin,942,Male,1986
8,Emma,544,Female,1986
9,Luke,871,Male,1986
9,Amy,543,Female,1986
10,Adam,756,Male,1986
10,Samantha,536,Female,1986
11,Joshua,746,Male,1986
11,Kate,406,Female,1986
12,Timothy,738,Male,1986
12,Rachel,373,Female,1986
13,Nathan,722,Male,1986
13,Laura,361,Female,1986
14,Scott,585,Male,1986
14,Natalie,359,Female,1986
15,Mitchell,580,Male,1986
15,Elizabeth,358,Female,1986
16,Thomas,563,Male,1986
16,Lisa,356,Female,1986
17,Nicholas,545,Male,1986
17,Kylie,348,Female,1986
18,Aaron,517,Male,1986
18,Danielle,343,Female,1986
19,Peter,502,Male,1986
19,Stephanie,327,Female,1986
20,Ryan,502,Male,1986
20,Michelle,313,Female,1986
21,Jason,492,Male,1986
21,Megan,278,Female,1986
22,Robert,485,Male,1986
22,Erin,275,Female,1986
23,Mark,451,Male,1986
23,Katie,258,Female,1986
24,John,430,Male,1986
24,Emily,257,Female,1986
25,Paul,407,Male,1986
25,Jennifer,252,Female,1986
26,Anthony,389,Male,1986
26,Renee,245,Female,1986
27,Steven,387,Male,1986
27,Kristy,239,Female,1986
28,Brendan,369,Male,1986
28,Tara,237,Female,1986
29,Alexander,356,Male,1986
29,Katherine,223,Female,1986
30,Samuel,338,Male,1986
30,Belinda,217,Female,1986
31,William,330,Male,1986
31,Ashleigh,211,Female,1986
32,Bradley,310,Male,1986
32,Melanie,211,Female,1986
33,Mathew,309,Male,1986
33,Angela,208,Female,1986
34,Stephen,306,Male,1986
34,Alexandra,203,Female,1986
35,Simon,304,Male,1986
35,Anna,200,Female,1986
36,Joel,301,Male,1986
36,Ashley,197,Female,1986
37,Shane,295,Male,1986
37,Natasha,193,Female,1986
38,Dean,287,Male,1986
38,Brooke,191,Female,1986
39,Justin,245,Male,1986
39,Vanessa,188,Female,1986
40,Patrick,244,Male,1986
40,Jenna,187,Female,1986
41,Brett,236,Male,1986
41,Kelly,180,Female,1986
42,Jonathan,224,Male,1986
42,Hayley,179,Female,1986
43,Cameron,218,Male,1986
43,Jade,177,Female,1986
44,Joseph,217,Male,1986
44,Alicia,176,Female,1986
45,Craig,210,Male,1986
45,Chloe,176,Female,1986
46,Richard,198,Male,1986
46,Cassandra,172,Female,1986
47,Phillip,197,Male,1986
47,Catherine,165,Female,1986
48,Shaun,193,Male,1986
48,Jacqueline,165,Female,1986
49,Adrian,184,Male,1986
49,Stacey,162,Female,1986
50,Jeremy,184,Male,1986
50,Alison,159,Female,1986
51,Kyle,182,Male,1986
51,Sara,158,Female,1986
52,Sean,179,Male,1986
52,Elise,148,Female,1986
53,Trent,167,Male,1986
53,Rachael,148,Female,1986
54,Jacob,161,Male,1986
54,Bianca,147,Female,1986
55,Jamie,156,Male,1986
55,Katrina,147,Female,1986
56,Troy,152,Male,1986
56,Courtney,146,Female,1986
57,Todd,151,Male,1986
57,Claire,143,Female,1986
58,Ashley,141,Male,1986
58,Kathryn,143,Female,1986
59,Grant,138,Male,1986
59,Joanne,138,Female,1986
60,Gregory,133,Male,1986
60,Hannah,137,Female,1986
61,Ian,131,Male,1986
61,Sally,131,Female,1986
62,Ben,128,Male,1986
62,Carly,130,Female,1986
63,Shannon,128,Male,1986
63,Sophie,130,Female,1986
64,Jesse,119,Male,1986
64,Christine,126,Female,1986
65,George,118,Male,1986
65,Gemma,126,Female,1986
66,Lachlan,115,Male,1986
66,Holly,123,Female,1986
67,Damien,113,Male,1986
67,Louise,123,Female,1986
68,Corey,108,Male,1986
68,Tegan,122,Female,1986
69,Dylan,108,Male,1986
69,Leah,117,Female,1986
70,Kevin,108,Male,1986
70,Simone,115,Female,1986
71,Martin,108,Male,1986
71,Tiffany,113,Female,1986
72,Brent,104,Male,1986
72,Naomi,105,Female,1986
73,Dane,100,Male,1986
73,Victoria,102,Female,1986
74,Darren,99,Male,1986
74,Fiona,101,Female,1986
75,Blake,97,Male,1986
75,Kirsty,101,Female,1986
76,Stuart,97,Male,1986
76,Tamara,100,Female,1986
77,Jonathon,96,Male,1986
77,Zoe,99,Female,1986
78,Brendon,93,Male,1986
78,Kimberley,98,Female,1986
79,Liam,93,Male,1986
79,Aimee,97,Female,1986
80,Jay,92,Male,1986
80,Ashlee,97,Female,1986
81,Edward,91,Male,1986
81,Krystal,97,Female,1986
82,Gavin,91,Male,1986
82,Jodie,96,Female,1986
83,Jake,90,Male,1986
83,Melinda,96,Female,1986
84,Jeffrey,89,Male,1986
84,Clare,94,Female,1986
85,Wayne,88,Male,1986
85,Kathleen,93,Female,1986
86,Beau,86,Male,1986
86,Chantelle,90,Female,1986
87,Rhys,85,Male,1986
87,Kayla,90,Female,1986
88,Tristan,84,Male,1986
88,Tanya,90,Female,1986
89,Ricky,83,Male,1986
89,Alana,89,Female,1986
90,Philip,82,Male,1986
90,Casey,83,Female,1986
91,Glen,81,Male,1986
91,Lucy,82,Female,1986
92,Danny,80,Male,1986
92,Julie,81,Female,1986
93,Kurt,80,Male,1986
93,Alice,80,Female,1986
94,Dale,79,Male,1986
94,Alyce,80,Female,1986
95,Jack,77,Male,1986
95,Leanne,78,Female,1986
96,Jared,76,Male,1986
96,Candice,77,Female,1986
97,Raymond,76,Male,1986
97,Heather,77,Female,1986
98,Sam,75,Male,1986
98,Karen,76,Female,1986
99,Glenn,72,Male,1986
99,Linda,76,Female,1986
100,Christian,71,Male,1986
100,Amber,75,Female,1986
1,Matthew,1484,Male,1985
1,Jessica,1136,Female,1985
2,Christopher,1451,Male,1985
2,Sarah,967,Female,1985
3,Daniel,1401,Male,1985
3,Rebecca,877,Female,1985
4,Michael,1320,Male,1985
4,Amanda,755,Female,1985
5,David,1068,Male,1985
5,Melissa,640,Female,1985
6,Andrew,1058,Male,1985
6,Nicole,629,Female,1985
7,James,978,Male,1985
7,Lauren,615,Female,1985
8,Benjamin,925,Male,1985
8,Amy,601,Female,1985
9,Luke,914,Male,1985
9,Emma,470,Female,1985
10,Adam,879,Male,1985
10,Lisa,445,Female,1985
11,Joshua,817,Male,1985
11,Natalie,396,Female,1985
12,Timothy,742,Male,1985
12,Kate,391,Female,1985
13,Nathan,730,Male,1985
13,Kylie,391,Female,1985
14,Scott,563,Male,1985
14,Samantha,383,Female,1985
15,Mark,561,Male,1985
15,Michelle,372,Female,1985
16,Nicholas,553,Male,1985
16,Laura,347,Female,1985
17,Jason,542,Male,1985
17,Elizabeth,345,Female,1985
18,Peter,534,Male,1985
18,Erin,326,Female,1985
19,Robert,514,Male,1985
19,Jennifer,320,Female,1985
20,Mitchell,492,Male,1985
20,Tara,298,Female,1985
21,Ryan,487,Male,1985
21,Renee,295,Female,1985
22,John,486,Male,1985
22,Rachel,294,Female,1985
23,Aaron,473,Male,1985
23,Danielle,285,Female,1985
24,Paul,467,Male,1985
24,Kelly,279,Female,1985
25,Brendan,435,Male,1985
25,Katherine,274,Female,1985
26,Thomas,430,Male,1985
26,Belinda,270,Female,1985
27,Steven,411,Male,1985
27,Stephanie,269,Female,1985
28,Anthony,410,Male,1985
28,Katie,257,Female,1985
29,Mathew,384,Male,1985
29,Kristy,253,Female,1985
30,Bradley,349,Male,1985
30,Angela,243,Female,1985
31,Simon,343,Male,1985
31,Megan,240,Female,1985
32,Stephen,331,Male,1985
32,Emily,239,Female,1985
33,Shane,308,Male,1985
33,Hayley,237,Female,1985
34,Alexander,295,Male,1985
34,Stacey,224,Female,1985
35,William,290,Male,1985
35,Alison,223,Female,1985
36,Dean,288,Male,1985
36,Alicia,205,Female,1985
37,Joel,288,Male,1985
37,Katrina,204,Female,1985
38,Samuel,271,Male,1985
38,Cassandra,197,Female,1985
39,Justin,229,Male,1985
39,Melanie,197,Female,1985
40,Richard,225,Male,1985
40,Alexandra,193,Female,1985
41,Joseph,220,Male,1985
41,Natasha,192,Female,1985
42,Patrick,214,Male,1985
42,Jacqueline,189,Female,1985
43,Cameron,212,Male,1985
43,Catherine,187,Female,1985
44,Brett,207,Male,1985
44,Vanessa,184,Female,1985
45,Craig,207,Male,1985
45,Brooke,180,Female,1985
46,Adrian,196,Male,1985
46,Jenna,177,Female,1985
47,Jonathan,193,Male,1985
47,Anna,172,Female,1985
48,Shaun,189,Male,1985
48,Kathryn,164,Female,1985
49,Jeremy,181,Male,1985
49,Jade,159,Female,1985
50,Jamie,176,Male,1985
50,Sally,158,Female,1985
51,Phillip,176,Male,1985
51,Claire,156,Female,1985
52,Grant,175,Male,1985
52,Christine,146,Female,1985
53,Sean,175,Male,1985
53,Rachael,146,Female,1985
54,Ben,157,Male,1985
54,Louise,143,Female,1985
55,Todd,153,Male,1985
55,Karina,134,Female,1985
56,Ashley,151,Male,1985
56,Fiona,130,Female,1985
57,Gregory,143,Male,1985
57,Ashley,129,Female,1985
58,Kyle,141,Male,1985
58,Ashleigh,126,Female,1985
59,Jacob,137,Male,1985
59,Leah,126,Female,1985
60,Darren,131,Male,1985
60,Courtney,125,Female,1985
61,Trent,131,Male,1985
61,Gemma,123,Female,1985
62,Troy,130,Male,1985
62,Sophie,123,Female,1985
63,Ian,129,Male,1985
63,Kimberley,122,Female,1985
64,George,124,Male,1985
64,Tegan,122,Female,1985
65,Blake,121,Male,1985
65,Bianca,120,Female,1985
66,Stuart,115,Male,1985
66,Jodie,120,Female,1985
67,Shannon,114,Male,1985
67,Hannah,119,Female,1985
68,Lachlan,107,Male,1985
68,Kayla,118,Female,1985
69,Martin,104,Male,1985
69,Tamara,113,Female,1985
70,Damien,103,Male,1985
70,Naomi,112,Female,1985
71,Brendon,102,Male,1985
71,Holly,111,Female,1985
72,Dane,102,Male,1985
72,Joanne,111,Female,1985
73,Dylan,102,Male,1985
73,Zoe,111,Female,1985
74,Gavin,101,Male,1985
74,Victoria,108,Female,1985
75,Kevin,100,Male,1985
75,Carly,105,Female,1985
76,Jay,97,Male,1985
76,Krystal,105,Female,1985
77,Edward,93,Male,1985
77,Tanya,102,Female,1985
78,Jeffrey,93,Male,1985
78,Jasmine,100,Female,1985
79,Tristan,93,Male,1985
79,Linda,100,Female,1985
80,Liam,91,Male,1985
80,Sara,99,Female,1985
81,Brent,90,Male,1985
81,Alana,97,Female,1985
82,Evan,86,Male,1985
82,Candice,97,Female,1985
83,Jesse,86,Male,1985
83,Christina,97,Female,1985
84,Lee,86,Male,1985
84,Julie,95,Female,1985
85,Dale,85,Male,1985
85,Simone,94,Female,1985
86,Rhys,85,Male,1985
86,Casey,93,Female,1985
87,Wayne,82,Male,1985
87,Crystal,93,Female,1985
88,Jonathon,81,Male,1985
88,Karen,93,Female,1985
89,Philip,81,Male,1985
89,Lucy,93,Female,1985
90,Raymond,81,Male,1985
90,Amber,92,Female,1985
91,Danny,80,Male,1985
91,Melinda,91,Female,1985
92,Jared,78,Male,1985
92,Amelia,90,Female,1985
93,Allan,76,Male,1985
93,Clare,90,Female,1985
94,Glenn,76,Male,1985
94,Chloe,88,Female,1985
95,Wade,76,Male,1985
95,Maria,86,Female,1985
96,Corey,75,Male,1985
96,Susan,86,Female,1985
97,Russell,75,Male,1985
97,Chantelle,85,Female,1985
98,Neil,74,Male,1985
98,Elise,85,Female,1985
99,Brenton,71,Male,1985
99,Julia,85,Female,1985
100,Jordan,71,Male,1985
100,Heidi,84,Female,1985
1,Matthew,1415,Male,1984
1,Jessica,1002,Female,1984
2,Daniel,1354,Male,1984
2,Sarah,948,Female,1984
3,Michael,1331,Male,1984
3,Rebecca,944,Female,1984
4,Christopher,1314,Male,1984
4,Melissa,667,Female,1984
5,David,1060,Male,1984
5,Lauren,647,Female,1984
6,Andrew,1043,Male,1984
6,Amanda,613,Female,1984
7,Benjamin,953,Male,1984
7,Nicole,542,Female,1984
8,Adam,948,Male,1984
8,Amy,541,Female,1984
9,Luke,869,Male,1984
9,Lisa,539,Female,1984
10,James,868,Male,1984
10,Michelle,468,Female,1984
11,Timothy,739,Male,1984
11,Erin,462,Female,1984
12,Joshua,726,Male,1984
12,Emma,456,Female,1984
13,Nathan,709,Male,1984
13,Kylie,418,Female,1984
14,Scott,613,Male,1984
14,Kate,396,Female,1984
15,Mark,606,Male,1984
15,Natalie,386,Female,1984
